Unit ID	Timestamp	Primary_root_length_S1	Primary_root_length_S2	Primary_root_length_S3	Primary_root_length_S4	Primary_root_length_S5	Primary_root_length_S6	Primary_root_length_S7	Primary_root_length_S8	Primary_root_length_S9	Primary_root_length_S10	Primary_root_length_S11	Primary_root_length_S12	Primary_root_length_S13	Primary_root_length_S14	Primary_root_length_S15	Primary_root_length_S16	Primary_root_length_S17	Primary_root_length_S18	Primary_root_length_S19	Primary_root_length_S20	Lateral_root_length_S1	Lateral_root_length_S2	Lateral_root_length_S3	Lateral_root_length_S4	Lateral_root_length_S5	Lateral_root_length_S6	Lateral_root_length_S7	Lateral_root_length_S8	Lateral_root_length_S9	Lateral_root_length_S10	Lateral_root_length_S11	Lateral_root_length_S12	Lateral_root_length_S13	Lateral_root_length_S14	Lateral_root_length_S15	Lateral_root_length_S16	Lateral_root_length_S17	Lateral_root_length_S18	Lateral_root_length_S19	Lateral_root_length_S20	Seminal_nodal_root_length_S1	Seminal_nodal_root_length_S2	Seminal_nodal_root_length_S3	Seminal_nodal_root_length_S4	Seminal_nodal_root_length_S5	Seminal_nodal_root_length_S6	Seminal_nodal_root_length_S7	Seminal_nodal_root_length_S8	Seminal_nodal_root_length_S9	Seminal_nodal_root_length_S10	Seminal_nodal_root_length_S11	Seminal_nodal_root_length_S12	Seminal_nodal_root_length_S13	Seminal_nodal_root_length_S14	Seminal_nodal_root_length_S15	Seminal_nodal_root_length_S16	Seminal_nodal_root_length_S17	Seminal_nodal_root_length_S18	Seminal_nodal_root_length_S19	Seminal_nodal_root_length_S20	Total_root_length_S1	Total_root_length_S2	Total_root_length_S3	Total_root_length_S4	Total_root_length_S5	Total_root_length_S6	Total_root_length_S7	Total_root_length_S8	Total_root_length_S9	Total_root_length_S10	Total_root_length_S11	Total_root_length_S12	Total_root_length_S13	Total_root_length_S14	Total_root_length_S15	Total_root_length_S16	Total_root_length_S17	Total_root_length_S18	Total_root_length_S19	Total_root_length_S20	
301	2019_11_11	2.2	5.1	3.5	4.2	4.0	4.1	4.0	2.3	3.3	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.4	35.2	20.4	20.0	16.6	9.9	5.2	2.3	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.6	9.2	5.0	4.0	2.4	2.5	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.2	49.5	28.9	28.1	23.0	16.5	10.9	4.6	3.6	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
302	2019_11_11	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5	6.9	9.5	10.2	11.3	15.1	5.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7	9.2	8.9	4.3	6.7	7.4	4.4	6.3	4.0	3.4	1.0	0.0	3.9	4.0	0.8	0.0	0.0	0.0	0.0	0.0	40.7	16.1	18.3	14.4	18.0	22.5	10.2	7.1	5.5	5.1	1.0	0.0	3.9	4.0	0.8	0.0	0.0	0.0	0.0	0.0	
303	2019_11_11	1.9	2.6	2.4	4.1	4.1	4.0	3.5	3.7	3.5	2.6	3.8	3.5	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3	16.2	13.0	4.8	6.9	4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3	13.9	8.7	7.1	7.6	5.8	6.4	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.6	32.7	24.0	16.0	18.5	14.4	9.9	8.6	5.5	2.6	3.8	3.5	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
304	2019_11_11	1.0	0.3	0.1	0.0	0.8	3.3	2.8	3.6	3.7	3.3	0.7	2.8	3.7	3.8	3.2	0.0	0.0	0.0	0.0	0.0	22.3	19.5	16.5	13.8	3.3	5.6	12.7	7.1	2.6	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.6	13.7	5.0	5.9	2.9	10.5	4.4	5.6	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.9	33.4	21.6	19.6	7.0	19.4	19.9	16.3	9.2	5.5	0.7	2.8	3.7	3.8	3.2	0.0	0.0	0.0	0.0	0.0	
305	2019_11_11	4.2	2.7	1.4	2.9	3.8	1.1	2.8	2.4	2.7	0.6	0.3	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	30.4	42.7	34.0	24.3	12.0	6.8	4.0	4.9	3.6	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4	13.1	6.4	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	58.5	41.8	28.1	15.8	7.9	6.8	7.3	6.3	1.3	0.3	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	
306	2019_11_11	2.0	1.9	1.5	1.4	1.5	1.8	4.0	3.3	2.6	3.9	3.4	3.9	3.3	3.8	3.7	4.0	3.9	2.2	3.5	3.6	36.8	49.7	25.6	22.3	16.5	9.5	2.7	5.2	10.4	9.0	6.2	5.4	4.0	1.9	2.0	0.0	0.0	0.0	0.0	0.0	25.8	15.8	16.8	13.6	12.1	9.7	13.8	13.9	14.2	16.2	12.5	10.5	7.4	7.5	7.3	7.6	0.5	0.0	0.0	0.0	64.6	67.4	43.9	37.3	30.0	20.9	20.5	22.4	27.2	29.1	22.0	19.7	14.7	13.2	13.0	11.6	4.5	2.2	3.5	3.6	
307	2019_11_11	2.5	3.1	0.8	0.4	3.9	3.7	3.5	2.6	3.3	3.8	3.9	3.3	3.3	3.4	3.3	2.7	0.7	0.0	0.0	0.0	29.1	51.5	39.4	19.9	10.1	8.3	6.8	3.2	3.3	6.8	3.2	1.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.6	17.3	3.9	4.9	3.9	8.1	5.9	6.0	9.2	6.9	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.2	71.9	44.1	25.2	17.9	20.1	16.3	11.7	15.8	17.5	11.5	4.4	3.5	3.4	3.3	2.7	0.7	0.0	0.0	0.0	
308	2019_11_11	1.9	1.5	2.2	2.9	2.4	2.0	0.4	3.3	1.8	0.0	0.0	1.1	3.6	3.8	3.8	3.8	4.1	2.6	0.0	0.0	15.6	4.7	9.4	13.0	13.9	6.7	8.9	5.5	6.1	7.5	4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2	5.4	5.8	8.3	8.9	7.0	7.0	13.8	9.4	9.4	5.3	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.7	11.6	17.4	24.1	25.2	15.7	16.2	22.6	17.3	16.9	10.0	1.6	3.6	3.8	3.8	3.8	4.1	2.6	0.0	0.0	
309	2019_11_11	4.5	3.2	3.3	0.3	2.7	4.1	3.5	3.5	3.4	3.6	2.7	4.2	4.4	4.9	3.9	3.8	2.8	0.5	0.0	0.0	45.8	47.7	20.7	31.1	14.0	13.3	18.9	9.1	7.4	4.2	2.7	5.8	1.5	1.9	0.0	0.0	0.0	0.0	0.0	0.0	20.0	11.0	9.0	6.6	12.8	11.9	9.5	10.7	6.8	6.6	7.9	8.0	6.5	0.7	0.0	0.0	0.0	0.0	0.0	0.0	70.3	62.0	33.0	37.9	29.5	29.3	32.0	23.3	17.6	14.4	13.3	17.9	12.4	7.5	3.9	3.8	2.8	0.5	0.0	0.0	
310	2019_11_11	2.1	1.6	3.5	3.9	3.2	3.9	3.9	3.2	3.8	3.9	3.3	3.8	3.6	3.9	3.1	3.9	3.8	3.4	3.5	4.2	31.2	78.5	61.2	33.6	38.5	20.3	3.2	3.0	5.1	3.6	7.1	2.5	1.1	1.0	2.3	0.4	0.0	0.0	0.0	0.0	15.1	19.6	17.1	12.9	10.8	8.1	10.3	9.3	7.2	6.6	6.9	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.4	99.7	81.8	50.4	52.4	32.3	17.4	15.5	16.1	14.0	17.2	8.1	4.7	4.9	5.4	4.4	3.8	3.4	3.5	4.2	
311	2019_11_11	2.0	3.3	0.2	1.9	3.7	3.0	3.7	3.6	3.7	3.9	3.8	3.7	3.8	3.6	3.8	0.1	4.0	3.8	3.7	3.3	68.8	56.4	48.1	33.9	12.9	2.7	1.1	1.1	5.7	1.6	0.7	0.7	2.5	1.5	1.6	0.2	0.0	0.0	0.0	0.0	19.6	15.0	14.2	11.4	12.0	13.7	14.2	9.0	8.7	8.1	7.2	6.8	7.2	0.5	0.0	0.0	0.0	0.0	0.0	0.0	90.5	74.6	62.6	47.2	28.6	19.5	19.0	13.7	18.2	13.6	11.7	11.2	13.5	5.6	5.4	0.3	4.0	3.8	3.7	3.3	
312	2019_11_11	3.3	2.6	2.7	1.6	0.7	3.4	3.5	2.6	0.0	0.2	3.2	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2	21.1	27.2	18.6	18.8	16.8	4.3	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.2	28.9	23.1	15.9	20.4	11.3	2.5	2.1	3.4	3.7	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.7	52.5	53.0	36.0	39.9	31.4	10.3	5.8	3.4	3.9	4.8	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
313	2019_11_11	2.5	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.3	53.5	25.7	21.3	11.0	11.6	5.3	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.1	35.0	23.3	13.6	17.0	10.1	9.7	11.4	12.0	6.0	3.7	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.9	90.2	49.0	34.8	28.0	21.7	15.0	12.6	12.0	6.0	3.7	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
314	2019_11_11	2.6	3.8	3.8	4.1	3.4	3.8	4.1	3.5	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.1	16.8	5.8	2.4	1.7	1.8	0.5	5.7	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2	14.1	8.9	12.4	16.6	10.2	7.8	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.8	34.6	18.4	19.0	21.7	15.8	12.4	10.4	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
315	2019_11_11	2.9	2.8	3.0	2.9	1.8	4.6	2.2	3.4	3.7	4.0	3.9	2.3	1.8	3.6	3.9	3.2	2.7	0.0	0.0	0.0	14.0	23.1	14.1	10.7	7.4	4.6	8.1	4.1	12.4	2.7	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1	9.0	3.3	2.3	6.0	9.7	11.3	7.8	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.9	34.9	20.5	15.9	15.2	19.0	21.7	15.2	22.9	6.6	4.8	2.3	1.8	3.6	3.9	3.2	2.7	0.0	0.0	0.0	
316	2019_11_11	1.9	2.1	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.9	3.7	3.6	3.8	3.7	4.3	29.3	49.5	32.4	34.4	20.5	17.1	15.0	19.9	0.2	7.0	2.5	2.6	3.2	1.8	0.0	0.0	0.0	0.0	0.0	0.0	24.9	8.7	8.9	11.4	9.4	9.7	9.7	10.4	11.7	5.4	6.2	6.1	5.9	1.5	0.0	0.0	0.0	0.0	0.0	0.0	56.1	60.3	42.5	45.9	30.0	26.7	24.7	30.3	11.8	12.4	8.7	8.7	9.1	5.3	3.9	3.7	3.6	3.8	3.7	4.3	
317	2019_11_11	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1	18.3	23.6	23.8	35.2	6.8	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.7	13.5	8.3	7.5	5.4	6.6	6.9	7.2	3.2	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.7	31.7	31.9	31.2	40.6	13.4	8.3	7.2	3.2	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
318	2019_11_11	3.1	3.3	3.6	3.4	3.7	3.9	3.7	3.1	3.7	3.9	3.5	4.1	1.6	3.9	3.7	0.0	0.0	0.0	0.0	0.0	33.5	25.6	19.9	15.5	14.8	19.9	18.5	11.9	5.7	4.7	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9	13.9	11.7	10.3	12.6	12.5	14.6	14.5	11.1	11.3	9.4	7.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.5	42.9	35.2	29.2	31.1	36.3	36.8	29.5	20.5	19.9	16.2	11.1	1.8	3.9	3.7	0.0	0.0	0.0	0.0	0.0	
401	2019_11_11	1.9	3.3	2.4	4.1	4.5	4.8	2.2	3.4	3.6	4.1	4.2	4.2	3.7	3.9	3.4	3.9	3.6	2.3	0.0	0.0	40.5	40.8	23.1	10.5	10.4	18.0	8.1	7.2	3.9	6.3	3.7	4.2	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.3	20.7	18.7	10.3	7.0	5.1	4.0	3.3	5.5	2.7	9.5	10.6	4.8	3.2	0.0	0.0	0.0	0.0	0.0	0.0	68.7	64.8	44.1	24.9	21.8	27.9	14.2	13.9	13.0	13.1	17.4	18.9	9.0	7.0	3.4	3.9	3.6	2.3	0.0	0.0	
402	2019_11_11	0.9	0.0	0.0	0.0	0.0	0.0	2.2	4.1	3.6	3.5	3.7	3.9	3.6	3.4	1.5	0.0	0.0	0.0	0.0	0.0	19.5	39.3	14.6	10.4	10.8	13.2	9.6	11.8	16.0	7.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2	16.7	10.5	10.2	8.7	10.0	10.0	10.9	9.0	6.3	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.6	56.0	25.1	20.6	19.4	23.2	21.8	26.8	28.6	17.4	7.0	3.9	3.6	3.4	1.5	0.0	0.0	0.0	0.0	0.0	
403	2019_11_11	2.1	1.7	2.1	2.7	1.2	2.7	3.6	3.0	1.1	1.8	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	36.8	45.2	36.8	29.3	21.8	27.4	5.5	8.5	7.4	3.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9	11.4	9.9	12.6	14.5	5.2	0.0	0.0	3.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.8	58.3	48.8	44.6	37.5	35.3	9.0	11.5	11.5	8.2	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	
404	2019_11_11	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1	43.3	35.7	15.1	28.3	22.4	20.9	13.3	8.9	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3	20.7	19.3	21.0	24.8	17.6	16.6	14.4	10.5	12.4	10.9	9.5	7.1	5.2	0.0	0.0	0.0	0.0	0.0	0.0	74.4	64.0	55.0	36.0	53.1	40.0	37.5	27.7	19.4	12.7	10.9	9.5	7.1	5.2	0.0	0.0	0.0	0.0	0.0	0.0	
405	2019_11_11	0.5	0.6	1.6	2.3	2.6	3.2	3.9	3.6	1.3	2.9	3.8	3.8	4.0	3.9	3.9	3.5	3.1	0.0	0.0	0.0	13.0	18.5	13.1	12.9	10.4	3.8	3.4	4.4	11.2	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2	14.6	6.4	7.7	6.5	6.1	7.1	7.1	9.7	14.7	15.5	10.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.7	33.7	21.1	23.0	19.4	13.2	14.3	15.1	22.1	20.6	19.3	13.8	8.5	3.9	3.9	3.5	3.1	0.0	0.0	0.0	
406	2019_11_11	2.8	1.6	1.1	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	3.7	4.0	3.9	4.0	3.5	45.4	64.1	56.8	44.1	21.9	1.6	8.0	3.5	1.6	0.0	0.5	3.8	6.4	11.1	0.0	0.0	0.0	0.0	0.0	0.0	20.6	18.2	14.2	9.4	13.9	12.1	7.8	2.7	3.4	4.9	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.8	83.9	72.1	53.9	35.8	13.7	15.7	6.2	5.0	4.9	2.7	3.8	6.4	11.1	2.3	3.7	4.0	3.9	4.0	3.5	
407	2019_11_11	1.2	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9	42.8	24.7	12.3	9.1	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	19.3	18.8	13.3	11.9	6.8	6.3	4.4	2.2	4.1	3.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	64.3	43.6	25.5	21.0	8.7	6.3	4.4	2.2	4.1	3.8	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
408	2019_11_11	3.7	3.8	2.3	2.5	1.4	2.7	3.5	3.8	3.8	3.6	3.5	2.8	3.8	3.3	3.2	2.8	2.9	3.6	3.1	4.5	38.0	74.0	78.8	57.1	48.2	43.0	37.1	17.2	11.0	10.8	7.8	5.7	4.2	0.6	0.5	0.0	0.0	0.0	0.0	0.0	29.5	18.2	15.0	6.9	7.9	3.0	7.6	4.2	4.6	3.3	5.9	3.8	7.3	5.2	2.5	0.0	0.0	0.0	0.0	0.0	71.2	96.0	96.0	66.5	57.5	48.6	48.2	25.3	19.4	17.7	17.3	12.3	15.2	9.2	6.2	2.8	2.9	3.6	3.1	4.5	
409	2019_11_11	1.6	0.0	0.0	0.0	0.0	3.9	3.6	3.7	3.8	3.5	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8	10.6	7.8	3.1	5.4	5.5	1.3	4.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	16.0	12.8	9.3	8.8	7.6	9.9	10.8	7.2	3.3	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.4	26.6	20.6	12.4	14.3	17.0	14.7	18.6	13.9	6.7	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
410	2019_11_11	1.9	0.0	0.0	0.0	0.0	2.6	3.4	3.9	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.3	33.2	20.0	12.4	8.9	5.9	4.3	2.5	1.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.6	4.1	0.0	3.0	10.8	11.5	4.2	3.7	3.7	4.8	4.1	4.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.9	37.3	20.0	15.4	19.7	20.1	12.0	10.0	7.7	4.9	4.1	4.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
411	2019_11_11	4.0	2.2	2.3	1.1	3.7	3.6	3.9	3.8	4.0	3.9	3.7	3.7	3.9	4.0	3.7	3.9	3.6	3.9	4.2	4.2	35.5	38.4	54.7	32.3	14.6	7.8	7.7	2.9	2.4	3.5	2.5	3.6	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.3	13.6	7.4	5.7	5.0	4.8	5.9	4.0	3.4	6.8	7.3	5.1	2.0	3.1	3.0	0.0	0.0	0.0	0.0	0.0	69.8	54.2	64.4	39.1	23.3	16.2	17.5	10.7	9.8	14.1	13.5	12.4	7.4	7.1	6.7	3.9	3.6	3.9	4.2	4.2	
412	2019_11_11	2.9	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8	55.9	32.9	19.7	21.3	19.8	20.1	10.6	1.3	6.6	6.9	10.1	6.0	7.8	6.1	2.4	0.0	0.0	0.0	0.0	21.3	17.3	6.5	4.0	4.5	5.2	5.8	4.4	3.3	10.9	6.2	1.7	1.7	3.4	3.9	3.9	3.8	4.1	4.2	3.9	45.9	75.3	39.4	23.8	25.7	25.0	25.9	15.0	4.6	17.5	13.1	11.8	7.7	11.1	10.0	6.3	3.8	4.1	4.2	3.9	
413	2019_11_11	2.3	3.4	3.2	3.0	3.3	3.0	1.7	1.4	1.4	0.3	3.3	2.6	3.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	25.5	21.5	21.3	14.4	15.5	19.2	5.7	4.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.2	39.4	28.4	19.9	17.4	20.3	18.8	17.8	16.1	15.6	4.9	2.8	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	64.2	53.0	37.3	36.2	42.5	26.2	23.6	18.0	15.8	8.1	5.4	4.7	0.8	0.0	0.0	0.0	0.0	0.0	0.0	
414	2019_11_11	2.5	1.7	3.2	3.4	3.4	3.5	2.8	2.5	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.4	36.8	21.4	9.7	2.8	1.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3	7.5	6.0	4.3	2.9	4.1	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.2	45.9	30.6	17.3	9.1	8.8	8.7	2.5	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
415	2019_11_11	5.3	2.1	0.6	2.1	3.6	3.9	3.4	2.7	3.6	2.8	3.7	3.4	3.1	3.4	3.4	4.1	0.1	0.0	0.0	0.0	15.8	43.7	24.5	11.0	6.6	1.2	3.3	8.1	4.3	7.7	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2	8.3	11.5	14.8	18.5	11.0	6.2	8.0	9.5	7.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.4	54.1	36.6	27.8	28.7	16.0	12.9	18.7	17.4	17.5	12.0	3.4	3.1	3.4	3.4	4.1	0.1	0.0	0.0	0.0	
416	2019_11_11	2.7	1.8	0.2	0.0	1.8	3.8	3.3	2.7	3.7	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5	35.1	19.8	24.0	16.2	7.6	2.6	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.7	22.2	7.9	10.6	14.8	12.9	15.4	14.0	9.8	4.1	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.9	59.1	27.8	34.6	32.9	24.3	21.4	17.3	13.5	6.7	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
417	2019_11_11	1.6	3.2	3.2	3.7	3.5	4.1	4.1	4.1	4.1	4.2	3.7	3.9	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.2	47.4	19.2	12.7	7.6	2.0	2.0	2.7	1.3	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1	14.5	19.8	12.3	14.0	13.0	13.1	9.1	6.6	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.8	65.1	42.1	28.8	25.1	19.1	19.2	15.9	12.0	4.7	3.8	3.9	2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
418	2019_11_11	0.6	1.6	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6	56.4	26.3	10.7	17.7	10.4	7.8	3.2	3.4	1.8	1.3	0.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	8.5	8.4	8.7	11.4	7.1	11.9	10.5	10.5	7.3	6.7	5.0	3.7	3.7	3.6	3.6	0.0	0.0	0.0	0.0	67.0	66.6	34.7	21.4	29.1	17.5	19.6	13.7	13.9	9.2	8.0	5.7	3.9	3.7	3.6	3.6	0.0	0.0	0.0	0.0	
