date_time	sensorID	variable	value
2020-09-29T08:01:00Z	station_07/multisens_07	Relative Humidity	100
2020-09-29T08:56:00Z	station_07/par_07	PAR	54
2020-09-29T11:01:00Z	station_07/multisens_07	Temperature	24.74
2020-09-29T11:01:00Z	station_07/multisens_07	Relative Humidity	50.15
2020-09-29T12:14:00Z	station_07/par_07	PAR	741
2020-09-29T12:26:00Z	station_07/multisens_07	Relative Humidity	40.06
2020-09-29T12:35:00Z	station_07/multisens_07	Temperature	30.67
2020-09-29T12:47:00Z	station_07/par_07	PAR	96
2020-09-29T16:02:00Z	station_07/multisens_07	Temperature	31.99
2020-09-29T16:36:00Z	station_07/multisens_07	Relative Humidity	32.35
2020-09-29T16:53:00Z	station_07/par_07	PAR	225
2020-09-29T18:19:00Z	station_07/par_07	PAR	3
2020-09-29T19:01:00Z	station_07/multisens_07	Relative Humidity	46.65
2020-09-29T19:27:00Z	station_07/multisens_07	Temperature	21.64
2020-09-29T20:56:00Z	station_07/par_07	PAR	0
2020-09-29T22:43:00Z	station_07/multisens_07	Temperature	16.34
2020-09-29T22:51:00Z	station_07/multisens_07	Relative Humidity	97.32
2020-09-29T23:47:00Z	station_07/par_07	PAR	0
2020-09-30T01:13:00Z	station_07/multisens_07	Temperature	15.68
2020-09-30T01:13:00Z	station_07/multisens_07	Relative Humidity	92.13
2020-09-30T02:38:00Z	station_07/multisens_07	Relative Humidity	100
2020-09-30T04:11:00Z	station_07/multisens_07	Temperature	12.09
2020-09-30T05:09:00Z	station_07/par_07	PAR	0
2020-09-30T06:47:00Z	station_07/multisens_07	Temperature	11.33
2020-09-30T07:09:00Z	station_07/par_07	PAR	6
2020-09-30T07:29:00Z	station_07/multisens_07	Relative Humidity	100
2020-09-30T07:54:00Z	station_07/multisens_07	Temperature	13.19
2020-09-30T08:15:00Z	station_07/multisens_07	Relative Humidity	100
2020-09-30T08:48:00Z	station_07/par_07	PAR	106
2020-09-30T10:15:00Z	station_07/par_07	PAR	728
2020-09-30T10:49:00Z	station_07/multisens_07	Relative Humidity	40.53
2020-09-30T10:50:00Z	station_07/multisens_07	Temperature	27.16
2020-09-30T12:53:00Z	station_07/par_07	PAR	786
2020-09-30T13:15:00Z	station_07/multisens_07	Relative Humidity	32.12
2020-09-30T13:30:00Z	station_07/multisens_07	Temperature	28.87
2020-09-30T14:51:00Z	station_07/par_07	PAR	109
2020-09-30T16:06:00Z	station_07/multisens_07	Temperature	29.83
2020-09-30T16:38:00Z	station_07/multisens_07	Relative Humidity	32.97
2020-09-30T18:25:00Z	station_07/par_07	PAR	0
2020-09-30T18:46:00Z	station_07/multisens_07	Temperature	21.22
2020-09-30T20:28:00Z	station_07/multisens_07	Relative Humidity	73.89
2020-09-30T20:29:00Z	station_07/par_07	PAR	0
2020-09-07T22:17:00Z	station_08/multisens_08	Relative Humidity	100
2020-09-07T22:19:00Z	station_08/multisens_08	Temperature	24.74
2020-09-07T23:55:00Z	station_08/par_08	PAR	0
2020-09-08T00:32:00Z	station_08/multisens_08	Temperature	23.65
2020-09-08T01:52:00Z	station_08/multisens_08	Relative Humidity	77.78
2020-09-08T01:54:00Z	station_08/par_08	PAR	0
2020-09-08T02:00:00Z	station_08/multisens_08	Temperature	23.89
2020-09-08T03:35:00Z	station_08/multisens_08	Relative Humidity	90.18
2020-09-08T06:00:00Z	station_08/multisens_08	Temperature	23.03
2020-09-08T06:01:00Z	station_08/multisens_08	Relative Humidity	91.18
2020-09-08T06:01:00Z	station_08/par_08	PAR	0
2020-09-08T07:08:00Z	station_08/multisens_08	Relative Humidity	89.83
2020-09-08T07:09:00Z	station_08/multisens_08	Temperature	23.44
2020-09-08T07:29:00Z	station_08/par_08	PAR	103
2020-09-08T09:09:00Z	station_08/multisens_08	Temperature	27.76
2020-09-08T09:53:00Z	station_08/multisens_08	Relative Humidity	54.55
2020-09-08T09:57:00Z	station_08/par_08	PAR	135
2020-09-08T10:35:00Z	station_08/multisens_08	Temperature	33.12
2020-09-08T10:58:00Z	station_08/par_08	PAR	908
2020-09-08T11:44:00Z	station_08/multisens_08	Relative Humidity	38.57
2020-09-08T14:03:00Z	station_08/par_08	PAR	206
2020-09-08T14:36:00Z	station_08/multisens_08	Temperature	39.87
2020-09-08T14:39:00Z	station_08/multisens_08	Relative Humidity	28.62
2020-09-08T14:56:00Z	station_08/par_08	PAR	667
2020-09-08T15:05:00Z	station_08/multisens_08	Temperature	37.2
2020-09-08T16:25:00Z	station_08/multisens_08	Relative Humidity	30.17
2020-09-08T17:34:00Z	station_08/par_08	PAR	77
2020-09-08T19:36:00Z	station_08/multisens_08	Relative Humidity	50.22
2020-09-08T19:52:00Z	station_08/multisens_08	Temperature	28.11
2020-09-08T20:07:00Z	station_08/par_08	PAR	0
2020-09-08T20:40:00Z	station_08/multisens_08	Relative Humidity	36.54
2020-09-08T22:37:00Z	station_08/multisens_08	Temperature	24.81
2020-09-08T22:41:00Z	station_08/par_08	PAR	0
2020-09-08T23:09:00Z	station_08/multisens_08	Relative Humidity	73.13
2020-09-09T01:18:00Z	station_08/multisens_08	Temperature	23.2
2020-09-09T01:37:00Z	station_08/multisens_08	Relative Humidity	60.37
2020-09-09T02:03:00Z	station_08/multisens_08	Temperature	23.46
2020-09-09T03:55:00Z	station_08/par_08	PAR	0
2020-09-09T04:16:00Z	station_08/multisens_08	Temperature	36.84
2020-09-09T04:16:00Z	station_08/multisens_08	Relative Humidity	34.28
2020-09-09T04:16:00Z	station_08/par_08	PAR	599
2020-09-09T06:10:00Z	station_08/par_08	PAR	0
2020-09-09T06:12:00Z	station_08/multisens_08	Temperature	22.14
2020-09-09T06:12:00Z	station_08/multisens_08	Relative Humidity	65.21
2020-09-09T09:21:00Z	station_08/multisens_08	Temperature	28.02
2020-09-09T10:03:00Z	station_08/multisens_08	Relative Humidity	48.61
2020-09-09T11:00:00Z	station_08/par_08	PAR	979
2020-09-09T11:25:00Z	station_08/par_08	PAR	364
2020-09-09T11:54:00Z	station_08/multisens_08	Temperature	37.75
2020-09-09T13:01:00Z	station_08/multisens_08	Relative Humidity	26.23
2020-09-09T14:35:00Z	station_08/par_08	PAR	721
2020-09-09T15:01:00Z	station_08/multisens_08	Relative Humidity	24.13
2020-09-09T15:12:00Z	station_08/multisens_08	Temperature	39.92
2020-09-09T16:40:00Z	station_08/par_08	PAR	186
2020-09-09T17:32:00Z	station_08/multisens_08	Temperature	33.49
2020-09-09T19:03:00Z	station_08/multisens_08	Relative Humidity	37.42
2020-09-09T19:10:00Z	station_08/par_08	PAR	0
2020-09-09T19:59:00Z	station_08/multisens_08	Temperature	27.6
2020-09-09T20:35:00Z	station_08/multisens_08	Relative Humidity	50.45
2020-09-09T21:20:00Z	station_08/par_08	PAR	0
2020-09-09T21:21:00Z	station_08/multisens_08	Temperature	25.4
2020-09-09T23:07:00Z	station_08/multisens_08	Relative Humidity	55.73
2020-09-09T23:35:00Z	station_08/par_08	PAR	0
2020-09-10T00:41:00Z	station_08/multisens_08	Temperature	23.34
2020-09-10T01:09:00Z	station_08/multisens_08	Relative Humidity	48.94
2020-09-10T01:44:00Z	station_08/par_08	PAR	0
2020-09-10T02:52:00Z	station_08/multisens_08	Relative Humidity	59.99
2020-09-10T03:42:00Z	station_08/multisens_08	Temperature	23.23
2020-09-10T06:29:00Z	station_08/multisens_08	Relative Humidity	66.55
2020-09-10T06:31:00Z	station_08/multisens_08	Temperature	21.43
2020-09-10T06:33:00Z	station_08/par_08	PAR	0
2020-09-10T07:09:00Z	station_08/multisens_08	Temperature	21.35
2020-09-10T07:13:00Z	station_08/multisens_08	Relative Humidity	66.8
2020-09-10T08:52:00Z	station_08/par_08	PAR	103
2020-09-10T09:56:00Z	station_08/multisens_08	Temperature	33.4
2020-09-10T10:24:00Z	station_08/multisens_08	Relative Humidity	33.93
2020-09-10T10:59:00Z	station_08/par_08	PAR	1024
2020-09-10T12:26:00Z	station_08/multisens_08	Relative Humidity	27.84
2020-09-10T12:47:00Z	station_08/multisens_08	Temperature	38.38
2020-09-10T13:02:00Z	station_08/par_08	PAR	148
2020-09-10T14:16:00Z	station_08/multisens_08	Temperature	34.43
2020-09-10T14:16:00Z	station_08/multisens_08	Relative Humidity	36.92
2020-09-10T14:33:00Z	station_08/par_08	PAR	747
2020-09-10T16:23:00Z	station_08/par_08	PAR	206
2020-09-10T16:41:00Z	station_08/multisens_08	Temperature	36.5
2020-09-10T17:13:00Z	station_08/multisens_08	Relative Humidity	30.07
2020-09-10T18:55:00Z	station_08/par_08	PAR	3
2020-09-10T19:52:00Z	station_08/multisens_08	Temperature	28.67
2020-09-10T21:04:00Z	station_08/multisens_08	Relative Humidity	51.01
2020-09-10T21:06:00Z	station_08/par_08	PAR	0
2020-09-10T21:09:00Z	station_08/multisens_08	Temperature	26.27
2020-09-10T21:31:00Z	station_08/multisens_08	Relative Humidity	48.99
2020-09-10T23:16:00Z	station_08/par_08	PAR	0
2020-09-11T00:24:00Z	station_08/multisens_08	Temperature	23.43
2020-09-11T00:27:00Z	station_08/multisens_08	Relative Humidity	59.71
2020-09-11T01:32:00Z	station_08/par_08	PAR	0
2020-09-11T02:56:00Z	station_08/multisens_08	Relative Humidity	66.52
2020-09-11T03:15:00Z	station_08/multisens_08	Temperature	23.07
2020-09-11T06:12:00Z	station_08/multisens_08	Temperature	21.24
2020-09-11T06:13:00Z	station_08/multisens_08	Relative Humidity	69.31
2020-09-11T06:13:00Z	station_08/par_08	PAR	0
2020-09-11T07:10:00Z	station_08/multisens_08	Temperature	21.83
2020-09-11T07:10:00Z	station_08/multisens_08	Relative Humidity	67.51
2020-09-11T08:41:00Z	station_08/par_08	PAR	87
2020-09-11T09:37:00Z	station_08/multisens_08	Relative Humidity	38.12
2020-09-11T10:35:00Z	station_08/par_08	PAR	995
2020-09-11T11:09:00Z	station_08/multisens_08	Temperature	35.96
2020-09-11T13:20:00Z	station_08/par_08	PAR	428
2020-09-11T14:05:00Z	station_08/multisens_08	Temperature	39.99
2020-09-11T14:06:00Z	station_08/multisens_08	Relative Humidity	25.46
2020-09-14T22:48:00Z	station_08/multisens_08	Relative Humidity	57.56
2020-09-14T23:01:00Z	station_08/multisens_08	Temperature	24.67
2020-09-15T00:19:00Z	station_08/par_08	PAR	0
2020-09-15T00:53:00Z	station_08/multisens_08	Temperature	22.96
2020-09-15T02:37:00Z	station_08/multisens_08	Relative Humidity	63.46
2020-09-15T05:25:00Z	station_08/multisens_08	Temperature	22.94
2020-09-15T05:25:00Z	station_08/multisens_08	Relative Humidity	59.98
2020-09-15T05:54:00Z	station_08/par_08	PAR	0
2020-09-15T07:16:00Z	station_08/multisens_08	Temperature	23.99
2020-09-15T08:13:00Z	station_08/multisens_08	Relative Humidity	44.83
2020-09-15T08:27:00Z	station_08/par_08	PAR	74
2020-09-15T10:29:00Z	station_08/par_08	PAR	863
2020-09-15T10:50:00Z	station_08/multisens_08	Relative Humidity	35.44
2020-09-15T10:54:00Z	station_08/multisens_08	Temperature	34.18
2020-09-15T10:54:00Z	station_08/par_08	PAR	315
2020-09-15T15:29:00Z	station_08/multisens_08	Temperature	36.1
2020-09-15T15:29:00Z	station_08/multisens_08	Relative Humidity	26.98
2020-09-15T19:01:00Z	station_08/par_08	PAR	0
2020-09-15T19:02:00Z	station_08/multisens_08	Temperature	26.67
2020-09-15T19:41:00Z	station_08/multisens_08	Relative Humidity	57.45
2020-09-15T21:19:00Z	station_08/par_08	PAR	0
2020-09-15T22:29:00Z	station_08/multisens_08	Relative Humidity	64.86
2020-09-15T23:10:00Z	station_08/multisens_08	Temperature	21.58
2020-09-15T23:42:00Z	station_08/par_08	PAR	0
2020-09-16T00:52:00Z	station_08/multisens_08	Relative Humidity	80.42
2020-09-16T01:47:00Z	station_08/multisens_08	Temperature	20.4
2020-09-16T01:53:00Z	station_08/par_08	PAR	0
2020-09-16T02:43:00Z	station_08/multisens_08	Temperature	21.51
2020-09-16T02:43:00Z	station_08/multisens_08	Relative Humidity	67.39
2020-09-16T05:59:00Z	station_08/multisens_08	Temperature	20.09
2020-09-16T05:59:00Z	station_08/multisens_08	Relative Humidity	80.77
2020-09-16T06:35:00Z	station_08/par_08	PAR	0
2020-09-16T07:08:00Z	station_08/multisens_08	Relative Humidity	77.06
2020-09-16T08:23:00Z	station_08/par_08	PAR	45
2020-09-16T08:34:00Z	station_08/multisens_08	Temperature	24.43
2020-09-16T09:22:00Z	station_08/multisens_08	Temperature	29.61
2020-09-16T09:22:00Z	station_08/multisens_08	Relative Humidity	46.94
2020-09-16T10:27:00Z	station_08/par_08	PAR	805
2020-09-16T11:47:00Z	station_08/par_08	PAR	219
2020-09-16T11:59:00Z	station_08/multisens_08	Relative Humidity	30.55
2020-09-16T13:14:00Z	station_08/multisens_08	Temperature	38.3
2020-09-16T14:03:00Z	station_08/par_08	PAR	673
2020-09-16T14:22:00Z	station_08/multisens_08	Relative Humidity	29.04
2020-09-16T14:56:00Z	station_08/multisens_08	Temperature	34.4
2020-09-16T15:48:00Z	station_08/multisens_08	Temperature	37.35
2020-09-16T16:53:00Z	station_08/multisens_08	Relative Humidity	35.56
2020-09-16T17:14:00Z	station_08/par_08	PAR	70
2020-09-16T23:13:00Z	station_08/multisens_08	Temperature	24.92
2020-09-16T23:13:00Z	station_08/par_08	PAR	0
2020-09-17T01:16:00Z	station_08/multisens_08	Relative Humidity	88.73
2020-09-17T01:31:00Z	station_08/par_08	PAR	0
2020-09-17T01:32:00Z	station_08/multisens_08	Temperature	23.33
2020-09-17T02:42:00Z	station_08/multisens_08	Relative Humidity	65.08
2020-09-17T04:25:00Z	station_08/multisens_08	Relative Humidity	70.1
2020-09-17T06:07:00Z	station_08/multisens_08	Temperature	23.7
2020-09-17T06:17:00Z	station_08/par_08	PAR	0
2020-09-17T07:37:00Z	station_08/par_08	PAR	9
2020-09-17T07:44:00Z	station_08/multisens_08	Relative Humidity	65.86
2020-09-17T07:46:00Z	station_08/multisens_08	Temperature	24.46
2020-09-17T08:58:00Z	station_08/par_08	PAR	348
2020-09-17T09:22:00Z	station_08/multisens_08	Temperature	29.33
2020-09-17T09:22:00Z	station_08/multisens_08	Relative Humidity	49.67
2020-09-17T11:05:00Z	station_08/multisens_08	Temperature	34.56
2020-09-17T11:05:00Z	station_08/multisens_08	Relative Humidity	38.15
2020-09-17T11:08:00Z	station_08/par_08	PAR	625
2020-09-17T13:11:00Z	station_08/multisens_08	Temperature	30.04
2020-09-17T14:05:00Z	station_08/multisens_08	Relative Humidity	43.52
2020-09-17T14:16:00Z	station_08/par_08	PAR	715
2020-09-17T15:35:00Z	station_08/multisens_08	Temperature	35.16
2020-09-17T15:36:00Z	station_08/multisens_08	Relative Humidity	32.27
2020-09-17T15:56:00Z	station_08/par_08	PAR	119
2020-09-17T17:38:00Z	station_08/multisens_08	Relative Humidity	35.83
2020-09-17T18:51:00Z	station_08/par_08	PAR	0
2020-09-17T19:29:00Z	station_08/multisens_08	Temperature	27.75
2020-09-17T19:35:00Z	station_08/par_08	PAR	0
2020-09-17T19:43:00Z	station_08/multisens_08	Relative Humidity	51.6
2020-09-17T21:17:00Z	station_08/multisens_08	Temperature	26.1
2020-09-17T21:39:00Z	station_08/par_08	PAR	0
2020-09-17T23:27:00Z	station_08/multisens_08	Relative Humidity	56.14
2020-09-17T23:28:00Z	station_08/multisens_08	Temperature	25.03
2020-09-17T23:38:00Z	station_08/par_08	PAR	0
2020-09-17T23:58:00Z	station_08/multisens_08	Relative Humidity	57.06
2020-09-18T00:39:00Z	station_08/multisens_08	Temperature	25.31
2020-09-18T01:34:00Z	station_08/par_08	PAR	0
2020-09-18T01:43:00Z	station_08/multisens_08	Temperature	24.46
2020-09-18T02:46:00Z	station_08/multisens_08	Relative Humidity	51.72
2020-09-18T03:33:00Z	station_08/multisens_08	Temperature	25.12
2020-09-18T03:40:00Z	station_08/multisens_08	Relative Humidity	54.56
2020-09-18T05:26:00Z	station_08/par_08	PAR	0
2020-09-18T07:11:00Z	station_08/multisens_08	Temperature	24.28
2020-09-18T07:20:00Z	station_08/multisens_08	Relative Humidity	58.87
2020-09-18T07:21:00Z	station_08/par_08	PAR	12
2020-09-18T08:11:00Z	station_08/multisens_08	Relative Humidity	58.4
2020-09-18T08:12:00Z	station_08/multisens_08	Temperature	25.08
2020-09-18T09:17:00Z	station_08/par_08	PAR	157
2020-09-18T09:18:00Z	station_08/multisens_08	Relative Humidity	49.93
2020-09-18T11:18:00Z	station_08/par_08	PAR	605
2020-09-18T11:21:00Z	station_08/multisens_08	Temperature	34.95
2020-09-18T12:53:00Z	station_08/multisens_08	Relative Humidity	30.67
2020-09-18T13:31:00Z	station_08/multisens_08	Temperature	39.36
2020-09-18T13:33:00Z	station_08/par_08	PAR	157
2020-09-18T13:58:00Z	station_08/multisens_08	Temperature	37.03
2020-09-18T14:13:00Z	station_08/par_08	PAR	679
2020-09-18T14:28:00Z	station_08/multisens_08	Relative Humidity	26
2020-09-18T16:11:00Z	station_08/par_08	PAR	212
2020-09-18T16:39:00Z	station_08/multisens_08	Temperature	37.95
2020-09-18T16:50:00Z	station_08/multisens_08	Relative Humidity	26.98
2020-09-18T18:46:00Z	station_08/par_08	PAR	3
2020-09-18T18:47:00Z	station_08/multisens_08	Temperature	30.48
2020-09-18T19:08:00Z	station_08/multisens_08	Relative Humidity	38.18
2020-09-18T19:36:00Z	station_08/par_08	PAR	0
2020-09-18T20:31:00Z	station_08/multisens_08	Temperature	27.26
2020-09-18T20:57:00Z	station_08/multisens_08	Relative Humidity	43.85
2020-09-18T21:24:00Z	station_08/par_08	PAR	0
2020-09-18T21:37:00Z	station_08/multisens_08	Relative Humidity	51.83
2020-09-18T23:14:00Z	station_08/multisens_08	Temperature	24.66
2020-09-18T23:19:00Z	station_08/par_08	PAR	0
2020-09-18T23:46:00Z	station_08/multisens_08	Temperature	24.67
2020-09-19T00:51:00Z	station_08/multisens_08	Relative Humidity	61
2020-09-19T01:14:00Z	station_08/par_08	PAR	0
2020-09-19T02:01:00Z	station_08/multisens_08	Temperature	23.26
2020-09-19T03:05:00Z	station_08/multisens_08	Relative Humidity	64.76
2020-09-19T04:17:00Z	station_08/multisens_08	Temperature	23.23
2020-09-19T05:02:00Z	station_08/multisens_08	Relative Humidity	61.66
2020-09-19T05:05:00Z	station_08/par_08	PAR	0
2020-09-19T06:52:00Z	station_08/multisens_08	Temperature	22.06
2020-09-19T06:53:00Z	station_08/multisens_08	Relative Humidity	64.78
2020-09-19T06:57:00Z	station_08/par_08	PAR	0
2020-09-19T08:53:00Z	station_08/par_08	PAR	70
2020-09-19T08:57:00Z	station_08/multisens_08	Temperature	23.88
2020-09-19T08:57:00Z	station_08/multisens_08	Relative Humidity	63.86
2020-09-19T10:43:00Z	station_08/multisens_08	Temperature	33.02
2020-09-19T10:51:00Z	station_08/multisens_08	Relative Humidity	39.59
2020-09-19T11:04:00Z	station_08/par_08	PAR	518
2020-09-19T12:06:00Z	station_08/par_08	PAR	725
2020-09-19T13:15:00Z	station_08/multisens_08	Temperature	37.69
2020-09-19T13:16:00Z	station_08/multisens_08	Relative Humidity	29.43
2020-09-19T13:42:00Z	station_08/par_08	PAR	193
2020-09-19T14:17:00Z	station_08/multisens_08	Temperature	38.53
2020-09-19T14:39:00Z	station_08/multisens_08	Relative Humidity	28.35
2020-09-19T15:27:00Z	station_08/par_08	PAR	486
2020-09-19T16:26:00Z	station_08/multisens_08	Temperature	35.79
2020-09-19T16:33:00Z	station_08/multisens_08	Relative Humidity	33.05
2020-09-19T17:37:00Z	station_08/par_08	PAR	54
2020-09-19T19:07:00Z	station_08/multisens_08	Temperature	27.84
2020-09-19T19:24:00Z	station_08/multisens_08	Relative Humidity	58.71
2020-09-19T19:47:00Z	station_08/par_08	PAR	0
2020-09-19T20:17:00Z	station_08/multisens_08	Temperature	26.17
2020-09-19T21:41:00Z	station_08/multisens_08	Relative Humidity	41.89
2020-09-19T21:48:00Z	station_08/par_08	PAR	0
2020-09-19T21:58:00Z	station_08/multisens_08	Temperature	24.24
2020-09-19T21:58:00Z	station_08/multisens_08	Relative Humidity	64.91
2020-09-19T23:44:00Z	station_08/par_08	PAR	0
2020-09-20T00:34:00Z	station_08/multisens_08	Temperature	21.63
2020-09-20T00:54:00Z	station_08/multisens_08	Relative Humidity	77.03
2020-09-20T01:43:00Z	station_08/par_08	PAR	0
2020-09-20T02:18:00Z	station_08/multisens_08	Temperature	20.42
2020-09-20T03:29:00Z	station_08/multisens_08	Relative Humidity	83.27
2020-09-20T05:02:00Z	station_08/multisens_08	Temperature	20.3
2020-09-20T05:02:00Z	station_08/multisens_08	Relative Humidity	77.2
2020-09-20T05:23:00Z	station_08/par_08	PAR	0
2020-09-20T06:53:00Z	station_08/par_08	PAR	3
2020-09-20T07:11:00Z	station_08/multisens_08	Temperature	19.26
2020-09-20T07:11:00Z	station_08/multisens_08	Relative Humidity	80.22
2020-09-20T07:45:00Z	station_08/multisens_08	Temperature	20.67
2020-09-20T09:05:00Z	station_08/multisens_08	Relative Humidity	49.36
2020-09-20T09:12:00Z	station_08/par_08	PAR	122
2020-09-20T10:04:00Z	station_08/multisens_08	Temperature	30.92
2020-09-20T10:41:00Z	station_08/par_08	PAR	728
2020-09-20T10:53:00Z	station_08/multisens_08	Relative Humidity	38.35
2020-09-20T11:12:00Z	station_08/par_08	PAR	373
2020-09-20T12:34:00Z	station_08/multisens_08	Temperature	36.17
2020-09-20T12:40:00Z	station_08/multisens_08	Relative Humidity	31.8
2020-09-20T13:32:00Z	station_08/multisens_08	Temperature	30.74
2020-09-20T13:38:00Z	station_08/multisens_08	Relative Humidity	46.92
2020-09-20T14:40:00Z	station_08/par_08	PAR	631
2020-09-20T16:16:00Z	station_08/multisens_08	Temperature	32.2
2020-09-20T16:19:00Z	station_08/par_08	PAR	164
2020-09-20T17:12:00Z	station_08/multisens_08	Relative Humidity	42.9
2020-09-20T18:32:00Z	station_08/par_08	PAR	6
2020-09-20T18:36:00Z	station_08/multisens_08	Relative Humidity	76.3
2020-09-20T18:47:00Z	station_08/multisens_08	Temperature	26.22
2020-09-20T19:38:00Z	station_08/par_08	PAR	0
2020-09-20T19:47:00Z	station_08/multisens_08	Relative Humidity	82.26
2020-09-20T20:58:00Z	station_08/multisens_08	Temperature	25.19
2020-09-20T21:34:00Z	station_08/par_08	PAR	0
2020-09-20T21:35:00Z	station_08/multisens_08	Temperature	24.28
2020-09-20T23:11:00Z	station_08/multisens_08	Relative Humidity	92.12
2020-09-20T23:36:00Z	station_08/par_08	PAR	0
2020-09-20T23:51:00Z	station_08/multisens_08	Relative Humidity	89.18
2020-09-21T01:26:00Z	station_08/multisens_08	Temperature	21.49
2020-09-21T01:31:00Z	station_08/par_08	PAR	0
2020-09-21T02:37:00Z	station_08/multisens_08	Relative Humidity	98.49
2020-09-21T03:11:00Z	station_08/multisens_08	Temperature	21.55
2020-09-21T03:50:00Z	station_08/multisens_08	Temperature	20.5
2020-09-21T04:58:00Z	station_08/multisens_08	Relative Humidity	97.56
2020-09-21T05:21:00Z	station_08/par_08	PAR	0
2020-09-21T06:53:00Z	station_08/multisens_08	Temperature	20
2020-09-21T07:06:00Z	station_08/par_08	PAR	12
2020-09-21T07:19:00Z	station_08/multisens_08	Relative Humidity	98.11
2020-09-21T10:28:00Z	station_08/par_08	PAR	621
2020-09-21T11:47:00Z	station_08/multisens_08	Temperature	32.08
2020-09-21T12:10:00Z	station_08/multisens_08	Relative Humidity	42.91
2020-09-21T12:33:00Z	station_08/multisens_08	Relative Humidity	69.63
2020-09-21T14:31:00Z	station_08/multisens_08	Temperature	31.43
2020-09-21T14:31:00Z	station_08/par_08	PAR	683
2020-09-21T14:41:00Z	station_08/multisens_08	Relative Humidity	68.21
2020-09-21T14:44:00Z	station_08/par_08	PAR	99
2020-09-21T15:16:00Z	station_08/multisens_08	Temperature	26.55
2020-09-21T16:57:00Z	station_08/par_08	PAR	103
2020-09-21T17:18:00Z	station_08/multisens_08	Temperature	26.69
2020-09-21T17:19:00Z	station_08/multisens_08	Relative Humidity	88.44
2020-09-21T18:56:00Z	station_08/par_08	PAR	0
2020-09-21T20:05:00Z	station_08/multisens_08	Temperature	25.04
2020-09-21T20:28:00Z	station_08/multisens_08	Relative Humidity	99.98
2020-09-21T21:03:00Z	station_08/multisens_08	Relative Humidity	100
2020-09-21T21:03:00Z	station_08/par_08	PAR	0
2020-09-21T21:59:00Z	station_08/multisens_08	Temperature	22.72
2020-09-21T23:19:00Z	station_08/multisens_08	Relative Humidity	100
2020-09-21T23:19:00Z	station_08/par_08	PAR	0
2020-09-22T00:23:00Z	station_08/multisens_08	Temperature	20.67
2020-09-22T01:24:00Z	station_08/multisens_08	Relative Humidity	100
2020-09-22T01:24:00Z	station_08/par_08	PAR	0
2020-09-22T01:40:00Z	station_08/multisens_08	Temperature	21
2020-09-22T05:02:00Z	station_08/multisens_08	Temperature	18.37
2020-09-22T05:41:00Z	station_08/multisens_08	Relative Humidity	100
2020-09-22T05:41:00Z	station_08/par_08	PAR	0
2020-09-22T07:00:00Z	station_08/par_08	PAR	6
2020-09-22T07:25:00Z	station_08/multisens_08	Temperature	18.41
2020-09-22T07:34:00Z	station_08/multisens_08	Relative Humidity	99.99
2020-09-22T09:19:00Z	station_08/par_08	PAR	435
2020-09-22T09:52:00Z	station_08/multisens_08	Temperature	29.49
2020-09-22T09:54:00Z	station_08/multisens_08	Relative Humidity	54.83
2020-09-22T10:09:00Z	station_08/multisens_08	Temperature	28.17
2020-09-22T10:36:00Z	station_08/par_08	PAR	786
2020-09-22T11:34:00Z	station_08/multisens_08	Relative Humidity	46.98
2020-09-22T12:20:00Z	station_08/par_08	PAR	322
2020-09-22T12:34:00Z	station_08/multisens_08	Relative Humidity	60.92
2020-09-22T14:04:00Z	station_08/multisens_08	Temperature	29.87
2020-09-22T15:09:00Z	station_08/par_08	PAR	531
2020-09-22T16:03:00Z	station_08/multisens_08	Temperature	30.64
2020-09-22T16:34:00Z	station_08/multisens_08	Relative Humidity	56.93
2020-09-22T17:48:00Z	station_08/multisens_08	Temperature	26.02
2020-09-22T17:48:00Z	station_08/par_08	PAR	19
2020-09-22T18:46:00Z	station_08/multisens_08	Relative Humidity	93.99
2020-09-22T19:43:00Z	station_08/par_08	PAR	0
2020-09-22T20:18:00Z	station_08/multisens_08	Temperature	24.89
2020-09-22T21:47:00Z	station_08/multisens_08	Relative Humidity	96.75
2020-09-22T21:52:00Z	station_08/par_08	PAR	0
2020-09-22T23:13:00Z	station_08/multisens_08	Temperature	21.96
2020-09-22T23:17:00Z	station_08/multisens_08	Relative Humidity	94.14
2020-09-22T23:59:00Z	station_08/par_08	PAR	0
2020-09-23T00:12:00Z	station_08/multisens_08	Temperature	23.25
2020-09-23T00:12:00Z	station_08/multisens_08	Relative Humidity	64.75
2020-09-23T02:04:00Z	station_08/par_08	PAR	0
2020-09-23T02:28:00Z	station_08/multisens_08	Relative Humidity	65.44
2020-09-23T03:01:00Z	station_08/multisens_08	Temperature	22.83
2020-09-23T05:03:00Z	station_08/multisens_08	Temperature	23.91
2020-09-23T05:03:00Z	station_08/multisens_08	Relative Humidity	43.82
2020-09-23T06:12:00Z	station_08/par_08	PAR	0
2020-09-23T06:35:00Z	station_08/multisens_08	Relative Humidity	91.95
2020-09-23T06:37:00Z	station_08/multisens_08	Temperature	19.26
2020-09-23T08:21:00Z	station_08/par_08	PAR	64
2020-09-23T10:22:00Z	station_08/multisens_08	Temperature	30.06
2020-09-23T10:22:00Z	station_08/multisens_08	Relative Humidity	48.96
2020-09-23T10:24:00Z	station_08/par_08	PAR	712
2020-09-23T10:37:00Z	station_08/par_08	PAR	235
2020-09-23T11:33:00Z	station_08/multisens_08	Temperature	33.17
